"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"18","Trey McBride (ARI)","5","9","30","6.0","8","0","0","0","0","0","0","1","3.0","3.0","98.4%"
"19","Zach Ertz (WAS)","3","4","28","9.3","12","0","0","0","0","0","0","1","2.8","2.8","54.2%"
"20","Jordan Akins (CLE)","3","4","27","9.0","13","0","0","0","0","0","0","1","2.7","2.7","0.7%"
"21","Pat Freiermuth (PIT)","4","4","27","6.8","10","0","0","0","0","0","0","1","2.7","2.7","48.7%"
"22","Josh Oliver (MIN)","2","2","27","13.5","22","1","0","0","0","0","0","1","2.7","2.7","0.3%"
"23","Dawson Knox (BUF)","1","2","23","23.0","23","1","0","0","0","0","0","1","2.3","2.3","6.3%"
"24","Theo Johnson (NYG)","1","4","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","5.0%"
"25","Hunter Henry (NE)","2","3","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","53.6%"
"26","Mike Gesicki (CIN)","3","4","18","6.0","7","0","0","0","0","0","0","1","1.8","1.8","31.5%"
"27","Dalton Schultz (HOU)","3","3","16","5.3","7","0","0","0","0","0","0","1","1.6","1.6","57.5%"
"28","Johnny Mundt (MIN)","2","3","15","7.5","9","0","0","0","0","0","0","1","1.5","1.5","0.6%"
"29","Jake Ferguson (DAL)","3","5","15","5.0","7","0","0","0","0","0","0","1","1.5","1.5","82.4%"
"30","Mark Andrews (BAL)","2","2","14","7.0","11","0","0","0","0","0","0","1","1.4","1.4","91.0%"
"31","Will Dissly (LAC)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","30.7%"
"32","Elijah Higgins (ARI)","2","2","12","6.0","7","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"33","Greg Dulcich (DEN)","2","3","12","6.0","7","0","0","0","0","0","0","1","1.2","1.2","3.0%"
"34","Grant Calcaterra (PHI)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.6%"
"35","Nick Vannett (TEN)","2","2","11","5.5","8","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"36","Noah Fant (SEA)","2","4","11","5.5","9","0","0","0","0","0","0","1","1.1","1.1","15.3%"
"37","Dalton Kincaid (BUF)","1","2","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","83.7%"
"38","MyCole Pruitt (PIT)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"39","Jonnu Smith (MIA)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","32.2%"
"40","Julian Hill (MIA)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"41","Tyler Conklin (NYJ)","1","2","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","16.2%"
"42","Cade Otton (TB)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","65.0%"
"43","Darnell Washington (PIT)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.3%"
"44","Evan Engram (JAC)","1","4","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","86.8%"
"45","Ja'Tavion Sanders (CAR)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","5.0%"
"46","Charlie Woerner (ATL)","1","2","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"47","Cole Kmet (CHI)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","56.1%"
"48","Michael Mayer (LV)","2","3","3","1.5","3","0","0","0","0","0","0","1","0.3","0.3","2.3%"
"49","Daniel Bellinger (NYG)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","1.2%"
"50","Brevin Jordan (HOU)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.1%"
"51","Brock Wright (DET)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","1.0%"
"52","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Matt Sokol (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"54","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Jody Fortson Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Parker Hesse (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"57","Donald Parham Jr. (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Adam Trautman (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"59","Drew Sample (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"60","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","T.J. Hockenson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.1%"
"62","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Irv Smith Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Harrison Bryant (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"66","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"67","Josiah Deguara (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Luke Farrell (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"69","Mitchell Wilcox (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Stephen Sullivan (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Tommy Tremble (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"76","Joel Wilson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Blake Whiteheart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Ben Sims (GB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"80","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"82","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"83","Nate Adkins (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"84","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"87","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"88","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"89","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"90","Zaire Mitchell-Paden (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"91","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"92","Tucker Fisk (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Brenton Strange (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.9%"
"94","Luke Musgrave (GB)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","13.4%"
"95","Cade Stover (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"96","Luke Schoonmaker (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.2%"
"97","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Jordan Murray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Treyton Welch (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Brenden Bates (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"110","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"114","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"118","AJ Barner (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.7%"
"119","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.3%"
"120","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Jack Stoll (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"130","John Bates (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Peyton Hendershot (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Josh Whyle (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Kylen Granson (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"134","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Cameron Latu (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Armani Rogers (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Lucas Krull (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"139","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"140","Teagan Quitoriano (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Stone Smartt (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"142","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"143","Connor Heyward (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"144","Drew Ogletree (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"145","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"146","John FitzPatrick (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Michael Jacobson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Cole Turner (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Jeremy Ruckert (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"153","Erick All Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"154","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"155","Will Mallory (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","Davis Allen (LAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"157","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Jordan Matthews (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"167","Marcedes Lewis (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"168","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Robert Tonyan (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Anthony Firkser (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Mo Alie-Cox (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"173","Eric Saubert (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"174","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Durham Smythe (MIA)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"176","Ross Dwelley (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"177","Pharaoh Brown (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"178","Ian Thomas (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Chris Manhertz (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"180","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"181","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Tyler Higbee (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"185","Geoff Swaim (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","C.J. Uzomah (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Eric Tomlinson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"188","Gerald Everett (CHI)","1","1","-1","-1.0","0","0","0","0","0","0","0","1","-0.1","-0.1","1.0%"
"189","Tanner Hudson (CIN)","2","3","18","9.0","13","0","0","0","0","0","1","1","-0.2","-0.2","0.8%"
""
""
"1","George Kittle (SF)","7","8","76","10.9","25","1","1","0","0","0","0","1","13.6","13.6","99.1%"
"2","Trey McBride (ARI)","6","6","67","11.2","21","1","0","0","0","0","0","1","12.7","12.7","98.4%"
"3","Hunter Henry (NE)","8","12","109","13.6","35","1","0","0","0","0","0","1","10.9","10.9","53.6%"
"4","Brock Bowers (LV)","9","9","98","10.9","27","2","0","0","0","0","0","1","9.8","9.8","97.9%"
"5","Mike Gesicki (CIN)","7","9","91","13.0","37","1","0","0","0","0","0","1","9.1","9.1","31.5%"
"6","Elijah Higgins (ARI)","1","1","18","18.0","18","0","1","0","0","0","0","1","7.8","7.8","0.6%"
"7","Darnell Washington (PIT)","1","1","5","5.0","5","0","1","0","0","0","0","1","6.5","6.5","0.3%"
"8","Brenton Strange (JAC)","3","6","65","21.7","30","2","0","0","0","0","0","1","6.5","6.5","9.9%"
"9","Zach Ertz (WAS)","4","4","62","15.5","21","2","0","0","0","0","0","1","6.2","6.2","54.2%"
"10","Jonnu Smith (MIA)","6","7","53","8.8","15","0","0","0","0","0","0","1","5.3","5.3","32.2%"
"11","Mark Andrews (BAL)","4","5","51","12.8","16","0","0","0","0","0","0","1","5.1","5.1","91.0%"
"12","Luke Schoonmaker (DAL)","6","6","43","7.2","15","0","0","0","0","0","0","1","4.3","4.3","6.2%"
"13","Pat Freiermuth (PIT)","4","4","39","9.8","14","0","0","0","0","0","0","1","3.9","3.9","48.7%"
"14","Dallas Goedert (PHI)","3","4","38","12.7","16","0","0","0","0","0","0","1","3.8","3.8","82.0%"
"15","Dalton Kincaid (BUF)","4","4","33","8.3","9","0","0","0","0","0","0","1","3.3","3.3","83.7%"
"16","Erick All Jr. (CIN)","4","4","32","8.0","19","0","0","0","0","0","0","1","3.2","3.2","1.0%"
"17","Will Dissly (LAC)","3","3","29","9.7","15","0","0","0","0","0","0","1","2.9","2.9","30.7%"
"18","Drew Sample (CIN)","3","3","28","9.3","12","0","0","0","0","0","0","1","2.8","2.8","0.1%"
"19","Cole Kmet (CHI)","4","5","27","6.8","12","0","0","0","0","0","0","1","2.7","2.7","56.1%"
"20","Eric Saubert (SF)","2","2","26","13.0","14","0","0","0","0","0","0","1","2.6","2.6","0.2%"
"21","Isaiah Likely (BAL)","2","3","26","13.0","15","0","0","0","0","0","0","1","2.6","2.6","46.3%"
"22","Tommy Tremble (CAR)","3","4","23","7.7","12","0","0","0","0","0","0","1","2.3","2.3","0.1%"
"23","Mo Alie-Cox (IND)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.1%"
"24","Dalton Schultz (HOU)","2","3","21","10.5","16","0","0","0","0","0","0","1","2.1","2.1","57.5%"
"25","Kyle Pitts (ATL)","3","4","20","6.7","11","0","0","0","0","0","0","1","2.0","2.0","89.9%"
"26","Grant Calcaterra (PHI)","2","2","19","9.5","15","0","0","0","0","0","0","1","1.9","1.9","0.6%"
"27","Taysom Hill (NO)","1","1","1","1.0","1","0","0","3","18","0","0","1","1.9","1.9","45.2%"
"28","Cade Stover (HOU)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.7%"
"29","Chig Okonkwo (TEN)","3","3","16","5.3","8","0","0","0","0","0","0","1","1.6","1.6","6.8%"
"30","Tucker Kraft (GB)","2","2","16","8.0","17","0","0","0","0","0","0","1","1.6","1.6","45.0%"
"31","Greg Dulcich (DEN)","3","8","16","5.3","9","0","0","0","0","0","0","1","1.6","1.6","3.0%"
"32","Noah Fant (SEA)","1","3","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","15.3%"
"33","Luke Farrell (JAC)","2","2","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"34","Sam LaPorta (DET)","2","3","13","6.5","7","0","0","0","0","0","0","1","1.3","1.3","95.8%"
"35","Josh Whyle (TEN)","2","2","13","6.5","12","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"36","Johnny Mundt (MIN)","2","3","12","6.0","6","0","0","0","0","0","0","1","1.2","1.2","0.6%"
"37","Drew Ogletree (IND)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","0.0%"
"38","Colby Parkinson (LAR)","1","2","12","12.0","12","0","0","0","0","0","0","1","1.2","1.2","16.3%"
"39","Michael Mayer (LV)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","2.3%"
"40","Tyler Conklin (NYJ)","1","2","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","16.2%"
"41","Jordan Akins (CLE)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.7%"
"42","Kylen Granson (IND)","1","2","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.2%"
"43","Ja'Tavion Sanders (CAR)","2","2","8","4.0","6","0","0","0","0","0","0","1","0.8","0.8","5.0%"
"44","Durham Smythe (MIA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.1%"
"45","Jared Wiley (KC)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"46","Travis Kelce (KC)","1","3","5","5.0","5","0","0","1","1","0","0","1","0.6","0.6","99.7%"
"47","Luke Musgrave (GB)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","13.4%"
"48","Austin Hooper (NE)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"49","Hayden Hurst (LAC)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","2.0%"
"50","John Bates (WAS)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"51","Charlie Kolar (BAL)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"52","Brevin Jordan (HOU)","1","1","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"53","Gerald Everett (CHI)","2","3","1","0.5","2","0","0","0","0","0","0","1","0.1","0.1","1.0%"
"54","Jody Fortson Jr. (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"55","Donald Parham Jr. (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"56","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Matt Sokol (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Parker Hesse (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"59","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"60","Josh Oliver (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"61","N'Keal Harry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","T.J. Hockenson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79.1%"
"63","Tommy Sweeney (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Foster Moreau (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"65","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","Dawson Knox (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.3%"
"67","Irv Smith Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Harrison Bryant (LV)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"69","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
