"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"68","Tyler Davis (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Tyler Mabry (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Charlie Woerner (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"72","Blake Whiteheart (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Brayden Willis (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"74","Joel Wilson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"77","John Samuel Shenker (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"78","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"79","Julian Hill (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","E.J. Jenkins (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"81","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"82","Payne Durham (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"83","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"84","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"85","Rodney Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"86","Zaire Mitchell-Paden (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"87","Cole Fotheringham (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Luke Musgrave (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.4%"
"89","Cade Stover (HOU)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"90","Luke Schoonmaker (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","6.2%"
"91","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"92","Tucker Fisk (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"93","Jordan Murray (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"95","Jaheim Bell (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Devin Culp (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Treyton Welch (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Mason Pline (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Thomas Yassmin (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","David Martin-Robinson (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Qadir Ismail (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Brenden Bates (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"108","Brevyn Spann-Ford (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"109","Tip Reiman (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Cam Grandy (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Jared Wiley (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"113","Ben Sinnott (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.3%"
"114","Dallin Holker (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Michael Mayer (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.3%"
"116","Elijah Higgins (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.6%"
"117","Baylor Cupp (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Greg Dulcich (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"119","Brock Wright (DET)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"120","James Mitchell (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Sammis Reyes (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jack Stoll (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Hunter Long (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Quintin Morris (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"125","Tommy Tremble (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"126","Charlie Kolar (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"127","John Bates (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Peyton Hendershot (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Kylen Granson (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"130","Zach Davidson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Leroy Watson IV (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"132","Teagan Quitoriano (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Tanner Conner (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"134","Daniel Bellinger (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.2%"
"135","Nick Muse (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Armani Rogers (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Cameron Latu (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","John FitzPatrick (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Nikola Kalinic (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Michael Jacobson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Shane Zylstra (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Bernhard Seikovits (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"146","Will Mallory (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"147","Davis Allen (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"148","Cole Turner (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Kenny Yeboah (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"151","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Jordan Matthews (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"153","Travis Kelce (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.7%"
"154","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"155","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"156","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"159","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Robert Tonyan (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"164","Jonnu Smith (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.2%"
"165","Gerald Everett (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"166","Anthony Firkser (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"167","Johnny Mundt (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"168","Eric Saubert (SF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"169","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Durham Smythe (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"171","Ross Dwelley (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","Tanner Hudson (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.8%"
"173","Jordan Akins (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"174","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45.2%"
"175","Pharaoh Brown (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"176","Ian Thomas (CAR)","0","3","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"177","Hayden Hurst (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.0%"
"178","Mike Gesicki (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","31.5%"
"179","Dallas Goedert (PHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","82.0%"
"180","Chris Manhertz (NYG)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"181","MyCole Pruitt (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","C.J. Uzomah (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"183","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Patrick Scales (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"187","Tyler Higbee (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"188","Nick Vannett (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"189","Geoff Swaim (CLE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"190","Eric Tomlinson (LAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"191","Austin Hooper (NE)","1","2","5","5.0","5","0","0","0","0","0","1","1","-1.5","-1.5","0.7%"
""
""
